Year,Month,Country,all_Northing,all_Easting,Lat,Lon
2021,Mar,TANZANIA,"['0322S', '0244N']","['3642E', '3642E']",02.44,36.42
2021,Mar,SAUDI ARABIA,"['2215N', '2615N', '2731N', '2439N', '2733N', '2621N']","['3906E', '3627E', '4141E', '4642E', '4742E', '4358E']",26.21,43.58
2021,Mar,IRAN,"['2854N', '3224N']","['5050E', '4824E']",32.24,48.24
2010,May,Jamahiriya,"['2704N', '2638N', '2459N', '2411N', '3127N', '3010N', '3000N']","['1425E', '1321E', '1011E', '2315E', '1259E', '0930E', '1200E']",30.00,12.00
2010,May,Algeria,"['3011N', '2753N', '2712N', '2741N', '2250N', '2434N']","['0214W', '0017W', '0229E', '0811W', '0528E', '0930E']",24.34,09.30
2010,May,Morocco,"['2836N', '3019N', '3128N', '3207N']","['0926W', '0550W', '0410W', '0113W']",32.07,-01.13
2011,May,Mauritania,"['2034N', '2119N', '2032N']","['1531W', '1420W', '1308W']",20.32,-13.08
2011,May,Algeria,"['2905N', '3011N', '2753N']","['0106W', '0214W', '0017W']",27.53,-00.17
2011,May,Morocco,"['2859N', '3128N', '3207N', '2137N', '2120N', '2724N']","['1003W', '0410W', '0113W', '1453W', '1523W', '0904W']",27.24,-09.04
2011,May,Egypt,"['2308N', '2224N', '2504N', '2317N']","['3535E', '3624E', '3454E', '3252E']",23.17,32.52
2011,May,Iran,['2757N'],['5742E'],27.57,57.42
2011,May,Pakistan,"['2832N', '2711N']","['6526E', '7344E']",27.11,73.44
2012,May,Algeria,"['2630N', '2452N', '2250N', '2753N', '2712N']","['0825E', '0826E', '0528E', '0017W', '0229E']",27.12,02.29
2012,May,Libya,"['3010N', '2459N']","['0930E', '1011E']",24.59,10.11
2013,May,Algeria,"['3135N', '3245N', '2753N', '2741N', '2250N', '2434N', '2630N']","['0217W', '0035W', '0017W', '0811W', '0528E', '0930E', '0825E']",26.30,08.25
2013,May,Morocco,"['2859N', '2944N', '3128N', '3207N']","['1003W', '0758W', '0410W', '0113W']",32.07,-01.13
2013,May,Sudan,"['2147N', '1932N']","['3122E', '3320E']",19.32,33.20
2013,May,Egypt,"['3108N', '2833N', '2902N', '2609N', '2317N', '2247N']","['3348E', '3358E', '3440E', '3243E', '3252E', '3126E']",22.47,31.26
2013,May,Israel,"['3053N', '3112N']","['3425E', '3432E']",31.12,34.32
2013,May,Arabia,"['2830N', '2823N', '2542N', '2731N', '2621N']","['3500E', '3635E', '3917E', '4141E', '4358E']",26.21,43.58
2014,May,Algeria,"['2753N', '2630N']","['0017W', '0825E']",26.30,08.25
2014,May,Sudan,"['2002N', '2119N', '1932N', '1910N', '1830N', '1801N', '1734N']","['3551E', '3613E', '3320E', '3027E', '3149E', '3400E', '3358E']",17.34,33.58
2014,May,Ethiopia,[],[],Missing,Missing
2014,May,Arabia,"['2823N', '2542N', '2731N', '2621N', '2948N']","['3635E', '3917E', '4141E', '4358E', '3952E']",29.48,39.52
2014,May,Oman,"['2314N', '2415N', '2243N', '2538N']","['5630E', '5547E', '5831E', '5615E']",25.38,56.15
2014,May,UAE,"['2413N', '2348N', '2326N', '2519N']","['5543E', '5525E', '5525E', '5557E']",25.19,55.57
2014,May,Iran,"['2540N', '2757N', '2711N']","['5746E', '5742E', '6028E']",27.11,60.28
2016,May,Mauritania,"['2244N', '2003N']","['1221W', '1301W']",20.03,-13.01
2016,May,Algeria,"['2753N', '2712N', '2250N', '2630N', '2434N', '3135N', '2741N']","['0017W', '0229E', '0528E', '0825E', '0930E', '0217W', '0811W']",27.41,-08.11
2016,May,Morocco,"['2233N', '2136N', '2138N', '2406N', '2508N']","['1419W', '1628W', '1453W', '1316W', '1222W']",25.08,-12.22
2016,May,Yemen,"['1717N', '1650N', '1534N', '1608N', '1452N', '1306N', '1250N']","['4955E', '4812E', '4547E', '4714E', '4545E', '4523E', '4503E']",12.50,45.03
2017,May,Algeria,"['2753N', '2712N']","['0017W', '0229E']",27.12,02.29
2017,May,Morocco,"['2859N', '2859N']","['0950W', '1003W']",28.59,-10.03
2018,May,ALGERIA,"['2916N', '3034N', '2712N', '2250N', '2630N']","['0014E', '0252E', '0229E', '0528E', '0825E']",26.30,08.25
2019,May,ALGERIA,"['2643N', '2712N', '2630N', '3135N', '2753N', '2250N']","['0010E', '0229E', '0825E', '0217W', '0017W', '0528E']",22.50,05.28
2019,May,EGYPT,"['2224N', '2219N', '2247N', '2317N', '2448N', '2405N']","['3624E', '3138E', '3126E', '3252E', '3035E', '3256E']",24.05,32.56
2019,May,SAUDI ARABIA,"['2439N', '2621N', '2028N', '2248N', '2542N', '2731N', '2948N', '2523N', '2821N', '2501N']","['4642E', '4358E', '4747E', '4210E', '3917E', '4141E', '3952E', '4935E', '4556E', '3716E']",25.01,37.16
2019,May,KUWAIT,['2832N'],['4759E'],28.32,47.59
2019,May,JORDAN,"['3019N', '3050N']","['3610E', '3537E']",30.50,35.37
2019,May,IRAN,"['2657N', '2540N']","['5526E', '5746E']",25.40,57.46
2019,May,PAKISTAN,"['2600N', '2508N', '2548N', '2832N', '2822N']","['6303E', '6219E', '6637E', '6526E', '7020E']",28.22,70.20
2019,May,INDIA,"['2652N', '2706N', '2649N', '2801N']","['7055E', '7222E', '7030E', '7322E']",28.01,73.22
2020,May,ETHIOPIA,"['0550N', '0813N', '0935N', '1045N', '1329N']","['4205E', '4333E', '4150E', '4234E', '3928E']",13.29,39.28
2020,May,SOMALIA,"['0956N', '1017N', '0824N', '0646N', '0532N', '1028N', '1023N']","['4313E', '5014E', '4829E', '4725E', '4623E', '4502E', '4425E']",10.23,44.25
2020,May,KENYA,"['2625N', '2523N', '2028N', '1729N', '2731N', '2948N']","['5003E', '4935E', '4747E', '4408E', '4141E', '3952E']",29.48,39.52
2020,May,SAUDI ARABIA,"['2625N', '2523N', '2028N', '1729N', '2731N', '2948N']","['5003E', '4935E', '4747E', '4408E', '4141E', '3952E']",29.48,39.52
2020,May,OMAN,"['2323N', '2232N', '2415N', '2518N', '2421N']","['5725E', '5948E', '5547E', '5620E', '5644E']",24.21,56.44
2020,May,UAE,"['2324N', '2413N', '2445N', '2516N', '2421N']","['5525E', '5545E', '5548E', '5518E', '5136E']",24.21,51.36
2020,May,IRAQ,"['3236N', '3103N']","['4401E', '4616E']",31.03,46.16
2020,May,IRAN,"['2854N', '2634N', '2540N', '2721N', '2930N', '3235N']","['5050E', '5452E', '5746E', '6220E', '6051E', '5948E']",32.35,59.48
2020,May,PAKISTAN,"['2658N', '3015N', '2515N', '2739N']","['6406E', '6700E', '6328E', '6857E']",27.39,68.57
2020,May,INDIA,"['2627N', '2243N', '2654N', '2434N', '2109N']","['7438E', '7551E', '7548E', '8035E', '7905E']",21.09,79.05
2021,May,ALGERIA,"['2712N', '2643N', '2753N', '2250N', '3135N']","['0229E', '0010E', '0017W', '0528E', '0217W']",31.35,-02.17
2021,May,SUDAN,"['1827N', '1932N', '1910N']","['3741E', '3320E', '3027E']",19.10,30.27
2021,May,ETHIOPIA,"['0922N', '0644N', '1045N']","['4250E', '4416E', '4234E']",10.45,42.34
2021,May,SOMALIA,"['0931N', '1041N', '1028N', '1017N', '0930N', '0646N']","['4533E', '4356E', '4502E', '5014E', '4905E', '4725E']",06.46,47.25
2021,May,SAUDI ARABIA,"['2439N', '2731N', '2948N', '2700N', '2430N', '2637N', '1819N']","['4642E', '4141E', '3952E', '4939E', '3935E', '3755E', '4245E']",18.19,42.45
2021,May,JORDAN,"['3150N', '3019N', '3102N']","['3649E', '3610E', '73528E']",30.19,36.10
2021,May,LEBANON,"['3416N', '3410N', '3350N']","['3625E', '3625E', '3554E']",33.50,35.54
2021,May,IRAN,"['2934N', '3034N']","['5031E', '4911E']",30.34,49.11
2010,Nov,Mauritania,"['1809N', '1833N', '1929N', '2027N', '2003N', '1945N', '2119N', '2244N', '1752N']","['1558W', '1126W', '1557W', '1221W', '1301W', '1421W', '1420W', '1221W', '1219W']",17.52,-12.19
2010,Nov,Sudan,"['1906N', '1938N', '2002N', '2119N']","['3719E', '3713E', '551E', '3613E']",21.19,36.13
2010,Nov,Oman,"['2338N', '2314N']","['5809E', '5807E']",23.14,58.07
2010,Nov,Pakistan,"['2733N', '2822N', '2652N', '2618N', '2543N']","['6956E', '7020E', '7055E', '7308E', '7125E']",25.43,71.25
2011,Nov,Niger,[],[],Missing,Missing
2012,Nov,Mauritania,"['1809N', '2032N', '1833N', '1945N']","['1558W', '1308W', '1126W', '1421W']",19.45,-14.21
2012,Nov,Niger,"['4N', '1650N', '1700N', '1458N', '1519N', '1457N']","['0559E', '0550E', '0756E', '0852E', '1312E', '0519E']",14.57,05.19
2012,Nov,Chad,"['1714N', '1756N', '1932N']","['2132E', '1907E', '1933E']",19.32,19.33
2012,Nov,Algeria,"['1937N', '1957N', '2753N', '2434N', '3135N', '3225N', '3323N', '3157N']","['0552E', '0258E', '0017W', '0930E', '0217W', '0337E', '0649E', '0520E']",31.57,05.20
2012,Nov,Sudan,"['1533N', '2147N']","['3235E', '3122E']",21.47,31.22
2012,Nov,Egypt,"['2219N', '2308N', '2525N', '2359N']","['3138E', '3535E', '3034E', '3524E']",23.59,35.24
2013,Nov,Mauritania,"['1945N', '1932N', '1830N', '2032N', '2244N']","['1421W', '1512W', '13W', '1308W', '1221W']",22.44,-12.21
2013,Nov,Algeria,"['2753N', '3011N', '2712N', '2250N']","['0017W', '0214W', '0229E', '0528E']",22.50,05.28
2013,Nov,Sudan,"['1533N', '1731N', '1830N', '1801N', '2002N', '1827N']","['3235E', '3607E', '3149E', '3400E', '3551E', '3741E']",18.27,37.41
2013,Nov,Eritrea,"['1553N', '1548N', '1541N', '1612N']","['3906E', '3918E', '3925E', '3841E']",16.12,38.41
2013,Nov,Ethiopia,['0935N'],['4150E'],09.35,41.50
2013,Nov,Arabia,"['2008N', '1909N', '1656N', '2405N', '1813N']","['4016E', '4107E', '4233E', '3802E', '4230E']",18.13,42.30
2014,Nov,Sudan,"['1820N', '1527N', '2034N', '1827N', '1753N', '1938N', '1906N']","['3621E', '3623E', '3701E', '3741E', '3819E', '3713E', '3719E']",19.06,37.19
2014,Nov,Eritrea,"['1551N', '1548N', '1537N', '1745N', '1723N']","['3903E', '3918E', '3928E', '3820E', '3833E']",17.23,38.33
2015,Nov,Mauritania,"['1758N', '1827N', '1945N', '2032N', '2244N', '2510N', '1717N']","['1215W', '1444W', '1421W', '1308W', '1221W', '1135W', '0701W']",17.17,-07.01
2016,Nov,Mauritania,"['1809N', '2032N']","['1558W', '1308W']",20.32,-13.08
2016,Nov,Niger,"['1650N', '1754N', '1809N']","['0550E', '0559E', '0846E']",18.09,08.46
2016,Nov,Algeria,"['3011N', '2753N', '2250N', '2026N']","['0214W', '0017W', '0528E', '0148E']",20.26,01.48
2016,Nov,Morocco,"['2136N', '2233N', '3207N']","['1628W', '1419W', '0113W']",32.07,-01.13
2016,Nov,Eritrea,['1553N'],['3906E'],15.53,39.06
2016,Nov,Yemen,"['1541N', '1619N', '1458N', '1410N', '1250N']","['4300E', '4248E', '4314E', '4318E', '4503E']",12.50,45.03
2018,Nov,ALGERIA,"['1937N', '2250N', '2753N']","['0552E', '0528E', '0017W']",27.53,-00.17
2019,Nov,ALGERIA,"['2753N', '2712N', '2630N', '2434N', '2250N', '1937N', '2119N', '1957N']","['0017W', '0229E', '0825E', '0930E', '0528E', '0552E', '0057E', '0258E']",19.57,02.58
2019,Nov,SUDAN,"['1554N', '1801N', '1527N', '1731N', '2054N', '1745N']","['3027E', '3400E', '3623E', '3607E', '3709E', '3820E']",17.45,38.20
2019,Nov,ERITREA,"['1515N', '1548N', '1551N', '1537N']","['3937E', '3918E', '3903E', '3928E']",15.37,39.28
2019,Nov,ETHIOPIA,"['0935N', '1045N', '0922N', '0658N', '0537N']","['4150E', '4234E', '4250E', '4520E', '4408E']",05.37,44.08
2019,Nov,SAUDI ARABIA,"['2008N', '1909N', '1656N', '2130N', '2309N', '2501N', '1729N', '2028N']","['4016E', '4107E', '4233E', '3910E', '3851E', '3716E', '4408E', '4747E']",20.28,47.47
2019,Nov,YEMEN,"['1541N', '1600N', '1303N', '1333N']","['4300E', '4312E', '4453E', '4644E']",13.33,46.44
2019,Nov,OMAN,"['1939N', '2323N', '2232N', '2314N']","['5743E', '5725E', '5948E', '5630E']",23.14,56.30
2019,Nov,IRAN,"['2534N', '2604N']","['5923E', '6144E']",26.04,61.44
2019,Nov,PAKISTAN,"['2450N', '2614N']","['6702E', '6619E']",26.14,66.19
2020,Nov,MAURITANIA,"['1809N', '1827N', '1945N', '2032N']","['1558W', '1444W', '1421W', '1308W']",20.32,-13.08
2020,Nov,NIGER,"['1843N', '1920N']","['0721E', '0546E']",19.20,05.46
2020,Nov,ALGERIA,"['1934N', '2250N', '2753N']","['0546E', '0528E', '0017W']",27.53,-00.17
2020,Nov,SUDAN,"['1731N', '1820N', '2002N', '2119N', '2146N', '1827N', '2009N', '1533N', '1910N', '1932N']","['3607E', '3621E', '3551E', '3613E', '3651E', '3741E', '3706E', '3235E', '3027E', '3320E']",19.32,33.20
2020,Nov,ERITREA,"['1640N', '1357N', '1441N', '1551N', '1616N', '1626N']","['3828E', '4138E', '4057E', '3903E', '3911E', '3840E']",16.26,38.40
2020,Nov,ETHIOPIA,"['1108N', '1329N', '0922N', '0557N']","['3938E', '3928E', '4250E', '4333E']",05.57,43.33
2020,Nov,SOMALIA,"['0956N', '0931N', '0931N', '1040N', '1023N', '0824N', '0930N', '0320N']","['4313E', '4402E', '4533E', '4720E', '4425E', '4829E', '4905E', '4213E']",03.20,42.13
2020,Nov,KENYA,"['0324S', '0145N']","['3833E', '4003E']",01.45,40.03
2020,Nov,EGYPT,"['2213N', '2308N', '2504N', '2247N', '2219N', '3131N']","['3638E', '3535E', '3454E', '3126E', '3138E', '2509E']",31.31,25.09
2020,Nov,SAUDI ARABIA,"['1813N', '1729N', '2439N', '2625N', '2130N', '2125N', '2346N', '2115N', '2309N', '1909N']","['4230E', '4408E', '4642E', '5003E', '3910E', '3949E', '3847E', '4021E', '3851E', '4107E']",19.09,41.07
2020,Nov,YEMEN,"['1600N', '1410N', '1521N', '1610N', '1452N', '1302N', '1306N', '1333N', '1401N', '1416N']","['4312E', '4318E', '4412E', '4446E', '4545E', '4434E', '4523E', '4644E', '4820E', '4735E']",14.16,47.35
2020,Nov,IRAN,"['2540N', '2636N', '2854N']","['5746E', '5753E', '5050E']",28.54,50.50
2021,Nov,EGYPT,['2308N'],['3535E'],23.08,35.35
2021,Nov,ERITREA,"['1454N', '1616N']","['4018E', '3911E']",16.16,39.11
2021,Nov,ETHIOPIA,"['0813N', '0550N', '0445N', '0403N', '0504N']","['4333E', '4205E', '3849E', '3819E', '3723E']",05.04,37.23
2021,Nov,SOMALIA,"['0930N', '0956N', '0956N', '0646N']","['4905E', '4313E', '4511E', '4725E']",06.46,47.25
2021,Nov,SUDAN,"['1803N', '1801N', '2009N']","['3057E', '3400E', '3706E']",20.09,37.06
2010,Oct,Mauritania,"['1614N', '1638N', '1833N', '1809N', '1818N', '1945N', '2032N', '2027N']","['0809W', '1124W', '1126W', '1558W', '1231W', '1421W', '1308W', '1221W']",20.27,-12.21
2010,Oct,Pakistan,['2733N'],['6956E'],27.33,69.56
2010,Oct,India,[],[],Missing,Missing
2011,Oct,Mali,['1926N'],['0022W'],19.26,-00.22
2012,Oct,Mauritania,"['1717N', '1714N', '1833N', '1945N', '1809N']","['0701W', '1040W', '1126W', '1421W', '1558W']",18.09,-15.58
2012,Oct,Niger,"['1457N', '1458N', '1700N', '1806N', '1519N', '1843N']","['0519E', '0852E', '0756E', '1134E', '1312E', '0721E']",18.43,07.21
2012,Oct,Chad,"['1523N', '1714N', '1406N']","['1800E', '2132E', '1511E']",14.06,15.11
2012,Oct,Sudan,"['1554N', '1641N', '1423N', '1426N', '1910N', '1820N']","['3027E', '3322E', '2906E', '3112E', '3027E', '3621E', '3551E']",18.20,36.21
2013,Oct,Mauritania,"['1809N', '1833N', '2032N', '2034N']","['1558W', '1126W', '1308W', '1531W']",20.34,-15.31
2013,Oct,Niger,"['1843N', '1754N', '1658N', '1651N', '1318N']","['0721E', '0559E', '0759E', '0701E', '1236E']",13.18,12.36
2013,Oct,Sudan,"['1910N', '1742N', '1527N', '1731N', '1827N']","['3027E', '3400E', '3623E', '3607E', '3741E', '3551E']",18.27,37.41
2013,Oct,Arabia,"['2008N', '1909N', '1729N', '1656N', '2247N', '2346N']","['4016E', '4107E', '4408E', '4233E', '3901E', '3847E']",23.46,38.47
2014,Oct,Eritrea,['1553N'],['3906E'],15.53,39.06
2014,Oct,Ethiopia,"['1123N', '1230N']","['4052E', '3947E']",12.30,39.47
2014,Oct,Egypt,"['2219N', '2317N', '2359N']","['3138E', '3252E', '3524E']",23.59,35.24
2016,Oct,Mauritania,"['1833N', '2032N', '2003N', '1636N', '1717N']","['1126W', '1308W', '1301W', '0715W', '0701W']",17.17,-07.01
2016,Oct,Algeria,"['3011N', '2753N', '2250N', '2119N', '2026N']","['0214W', '0017W', '0528E', '0057E', '0148E']",20.26,01.48
2016,Oct,Morocco,"['2800N', '3019N', '3232N', '3207N', '2233N', '2136N']","['0920W', '0550W', '0159W', '0113W', '1419W', '1628W']",21.36,-16.28
2016,Oct,Sudan,"['1653N', '1554N', '1527N', '1731N', '1423N', '1742N', '1910N']","['3139E', '3027E', '3623E', '3607E', '2906E', '3400E', '3027E']",19.10,30.27
2016,Oct,Eritrea,"['1551N', '1633N']","['3903E', '3908E', '8E']",16.33,39.08
2016,Oct,Ethiopia,[],[],Missing,Missing
2016,Oct,Arabia,"['1656N', '2008N', '1909N']","['4233E', '4016E', '4107E']",19.09,41.07
2019,Oct,NIGER,"['1650N', '1905N', '1809N']","['0550E', '0824E', '0846E']",18.09,08.46
2019,Oct,ALGERIA,"['2630N', '2434N', '2250N', '1937N', '2643N', '2712N', '2119N']","['0825E', '0930E', '0528E', '0552E', '0010E', '0229E', '0057E']",21.19,00.57
2019,Oct,SUDAN,"['1533N', '1910N', '1731N', '1820N', '1426N', '1527N']","['3235E', '3027E', '3607E', '3621E', '3112E', '3623E']",15.27,36.23
2019,Oct,ETHIOPIA,"['1111N', '0935N', '1045N', '1329N', '1407N', '0813N', '0658N', '0644N']","['4001E', '4150E', '4234E', '3928E', '3843E', '4333E', '4520E', '4416E']",06.44,44.16
2019,Oct,SAUDI ARABIA,"['1656N', '2008N']","['4233E', '4016E']",20.08,40.16
2019,Oct,YEMEN,"['1541N', '1600N', '1458N', '1410N', '1303N', '1333N', '1302N', '1452N', '1542N', '1521N']","['4300E', '4312E', '4314E', '4318E', '4453E', '4644E', '4434E', '4545E', '4817E', '4412E']",15.21,44.12
2019,Oct,PAKISTAN,['2614N'],['6619E'],26.14,66.19
2019,Oct,INDIA,"['2543N', '2801N', '2312N']","['7125E', '7322E', '6954E']",23.12,69.54
2020,Oct,SUDAN,"['1820N', '1932N', '1827N', '1745N', '2002N', '2119N']","['3621E', '3320E', '3741E', '3820E', '3551E', '3613E']",21.19,36.13
2020,Oct,ERITREA,"['1604N', '1441N', '1723N', '1551N', '1515N', '1519N']","['3725E', '4057E', '3833E', '3903E', '3937E', '3856E']",15.19,38.56
2020,Oct,ETHIOPIA,"['1108N', '1329N', '1148N', '0935N', '0922N', '0644N', '0901N', '0832N', '1407N', '0658N']","['3938E', '3928E', '4100E', '4150E', '4250E', '4416E', '3916E', '3843E', '4520E']",06.58,45.20
2020,Oct,SOMALIA,"['0824N', '0930N', '0444N', '0202N', '0532N', '0646N', '0956N', '0931N']","['4829E', '4905E', '4512E', '4520E', '4623E', '4725E', '4313E', '4402E']",09.31,44.02
2020,Oct,KENYA,[],[],Missing,Missing
2020,Oct,SAUDI ARABIA,"['1656N', '1909N', '2008N', '2346N']","['4233E', '4107E', '4016E', '3847E']",23.46,38.47
2020,Oct,YEMEN,"['1610N', '1452N', '1435N', '1416N', '1522N', '1521N', '1358N', '1341N', '1405N', '1541N', '1600N', '1410N']","['4446E', '4545E', '4649E', '4735E', '4700E', '4412E', '4411E', '4443E', '4542E', '4300E', '4312E', '4318E']",14.10,43.18
2020,Oct,IRAN,"['2540N', '2636N']","['5746E', '5753E']",26.36,57.53
2020,Oct,PAKISTAN,"['2507N', '2523N', '2751N', '2548N']","['7015E', '6821E', '7048E', '6637E']",25.48,66.37
2021,Oct,ETHIOPIA,"['1136N', '1148N', '0935N', '0922N', '0658N', '0644N', '0550N', '0518N', '0515N']","['4001E', '4100E', '4150E', '4250E', '4520E', '4416E', '4205E', '4245E', '4444E']",05.15,44.44
2021,Oct,SOMALIA,"['0930N', '0824N', '0931N', '0444N']","['4905E', '4829E', '4533E', '4512E']",04.44,45.12
2021,Oct,SUDAN,"['1438N', '1554N', '1426N', '1641N', '1910N', '1527N', '1855N']","['2756E', '3027E', '3112E', '3322E', '3027E', '3623E', '3648E']",18.55,36.48
2010,Sep,Pakistan,"['2822N', '2548N', '2924N', '2742N', '2726N', '2652N']","['7020E', '6637E', '7147E', '6854E', '6948E', '7055E']",26.52,70.55
2012,Sep,Sudan,"['1438N', '1426N', '1742N', '1932N', '1830N', '1910N', '1731N', '1820N']","['2756E', '3112E', '3400E', '3320E', '3149E', '3027E', '3607E', '3621E']",18.20,36.21
2013,Sep,Yemen,"['1609N', '1527N', '1452N', '1608N', '1717N', '1559N', '1600N', '1302N', '1333N', '1401N']","['4447E', '4519E', '4545E', '4714E', '4955E', '4844E', '4312E', '4434E', '4644E', '4820E']",14.01,48.20
2014,Sep,Algeria,['2753N'],['0017W'],27.53,-00.17
2014,Sep,Ethiopia,['1123N'],['4052E'],11.23,40.52
2016,Sep,Mauritania,"['1639N', '1636N', '1827N', '2032N']","['0936W', '0715W', '1444W', '1308W']",20.32,-13.08
2016,Sep,Mali,['1510N'],['0717W'],15.10,-07.17
2016,Sep,Ethiopia,"['1045N', '1216N']","['4234E', '4021E']",12.16,40.21
2016,Sep,Somalia,"['1037N', '0956N']","['4304E', '4313E']",09.56,43.13
2016,Sep,Arabia,"['1656N', '2125N']","['4233E', '3949E']",21.25,39.49
2016,Sep,Yemen,"['1430N', '435N', '1452N', '1527N', '1250N', '1430N', '1600N', '1521N']","['4629E', '4649E', '4545E', '4519E', '4503E', '4317E', '4312E', '4412E']",15.21,44.12
2017,Sep,Algeria,"['2753N', '2250N']","['0017W', '0528E']",22.50,05.28
2018,Sep,ALGERIA,"['2643N', '2753N', '2916N', '2712N', '2630N']","['0010E', '0017W', '0014E', '0229E', '0825E']",26.30,08.25
2019,Sep,ERITREA,"['1537N', '1548N', '1507N', '1551N']","['3928E', '3918E', '4004E', '3903E']",15.51,39.03
2019,Sep,ETHIOPIA,"['1111N', '0935N', '1045N']","['4001E', '4150E', '4234E']",10.45,42.34
2019,Sep,SAUDI ARABIA,"['1656N', '2008N']","['4233E', '4016E']",20.08,40.16
2019,Sep,YEMEN,"['1541N', '1619N', '1410N', '1527N', '1430N']","['4300E', '4248E', '4318E', '4519E', '4629E']",14.30,46.29
2019,Sep,PAKISTAN,"['2751N', '2742N', '2542N', '2421N']","['7048E', '6854E', '7012E', '7045E']",24.21,70.45
2019,Sep,INDIA,"['2543N', '2801N']","['7125E', '7322E']",28.01,73.22
2020,Sep,SUDAN,"['1827N', '1820N', '1731N', '1337N', '1423N', '1426N', '1641N', '1910N']","['3741E', '3621E', '3607E', '2522E', '2906E', '3112E', '3322E', '3027E']",19.10,30.27
2020,Sep,ERITREA,"['1519N', '1612N', '1626N', '1515N', '1507N', '1301N', '1551N', '1604N', '1615N', '1723N']","['3856E', '3841E', '3840E', '3937E', '4004E', '4247E', '3903E', '3725E', '3803E', '3833E']",17.23,38.33
2020,Sep,ETHIOPIA,"['1108N', '1329N', '1148N', '0935N', '0703N', '0922N', '0644N', '0557N', '1100N', '1157N']","['3938E', '3928E', '4100E', '4150E', '3828E', '4250E', '4416E', '4333E', '4206E', '4317E']",11.57,43.17
2020,Sep,SOMALIA,"['0931N', '0930N', '1040N', '1017N', '0956N', '0532N']","['4402E', '4905E', '4720E', '5014E', '4313E', '4623E']",05.32,46.23
2020,Sep,KENYA,[],[],Missing,Missing
2020,Sep,SAUDI ARABIA,"['1729N', '1656N']","['4408E', '4233E']",16.56,42.33
2020,Sep,YEMEN,"['1610N', '1527N', '1452N', '1430N', '1559N', '1306N', '1521N', '1541N', '1600N']","['4446E', '4519E', '4545E', '4629E', '4844E', '4523E', '4412E', '4300E', '4312E']",16.00,43.12
2020,Sep,PAKISTAN,"['2523N', '2507N', '2924N', '2751N', '2548N']","['6822E', '7015E', '7147E', '7048E', '6637E']",25.48,66.37
2021,Sep,ETHIOPIA,"['1148N', '1136N', '1329N', '0935N', '1045N', '0922N']","['4100E', '4001E', '3928E', '4150E', '4234E', '4250E']",09.22,42.50
2021,Sep,SOMALIA,"['0956N', '0931N', '1040N', '1017N', '1058N']","['4313E', '4402E', '4720E', '5014E', '4326E']",10.58,43.26
2021,Sep,SUDAN,"['1311N', '1554N', '1527N', '1803N', '1910N', '2147N']","['3010E', '3027E', '3623E', '3057E', '3027E', '3122E']",21.47,31.22
